,Unnamed: 0,author,category,date_published,description,dislikes,duration,keywords,length,likes,rating,subscribers,thumb,title,url,username,videoid,viewcount,subscriberCount
1127,1127,TTImpossible,Sports,2012-04-01 17:56:47,"WTTTC 2012, 25 March - 01 april 2012, Dortmund, GER.

Men's teams Final
Germany vs China
Timo Boll - Zhang Jike

The full match on ItTv:
http://ittf.com/ittv

Follow us on our site:
http://ttimpossible.blogspot.fr/

Follow us on Facebook:
https://www.facebook.com/pages/TTimpossible/255559377835595

And subscribe to our Twitter account:
http://twitter.com/TTImpossible",0.0,00:07:47,"['Table', 'Tennis', 'Ping', 'Pong', 'Wang', 'Hao', 'Liqin', 'Ma', 'Lin', 'Long', 'Timo', 'Boll', 'Vladimir', 'Samsonov', 'Schlager', 'Ovtcharov', 'Chen', 'Qi', 'Xu', 'Xin', 'Zhang', 'Jike', 'Ryu', 'Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean', 'Michel', 'Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze', 'Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya', 'Kishikawa', 'Cheung', 'Yuk', 'He', 'Zhi', 'Wen', 'Lucjan', 'Blaszczyk', 'Tang', 'Peng', 'Christian', 'Suss', 'Baum', 'Patrick', 'Yining', 'Liu', 'Shiwen', 'Guo', 'Yue', 'Ding', 'Ning', '(table', 'Tennis)', '(Sport)']",467,12.0,5.0,201,http://i.ytimg.com/vi/3P3uoXME2YM/default.jpg,WTTTC 2012: Timo Boll - Zhang Jike,https://www.youtube.com/watch?v=3P3uoXME2YM,TheThomas37300,3P3uoXME2YM,5305,1069
1128,1128,Official ITTF Channel,Sports,2013-06-16 13:35:35,"Review all the highlights from the Ma Long vs Wang Hao Men's Singles Finals match from the ITTF 2013 World Tour (Super Series) China Open in Changchun, China

©TMS International

All content is the copyright of TMS International, on behalf of the International Table Tennis Federation. Images may not be reproduced without prior approval from the TMS/ITTF.",10.0,00:05:34,"['table tennis', 'ITTF', 'ping pong', 'Olympics', 'Olympic Games', 'bat', 'ball', 'table tennis table', 'zhang jike', 'ma long', 'timo boll', 'wang hao', 'Liqin Lin', 'London 2012', 'Rio 2016', 'WTTC', 'China', 'Chinese', ""'Xi Zeng"", 'Yi Shuai', 'Liqin', 'Ma', 'Lin', 'Long', 'Vladimir Samsonov', 'Schlager Ovtcharov', 'Chen Qi', 'Weixing', 'Xu', 'Xin', 'Chao', 'Apolonia', 'Ryu Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean Michel Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya']",334,137.0,4.72789096832,201,http://i.ytimg.com/vi/5ik4X7AETnM/default.jpg,China Open 2013 Highlights: Ma Long vs Wang Hao (Final),https://www.youtube.com/watch?v=5ik4X7AETnM,ittfchannel,5ik4X7AETnM,54670,277633
1129,1129,ttCountenance,Sports,2009-04-05 14:16:56,"AG Froschberg - FSV Kroppach 1919 e.V 2009 year.

ttCountenance and GecaPhoenix facebook page:

http://www.facebook.com/TableTennisRulez :-)

If you take table tennis very seriously I highly recommend you this table tennis equipment:

Sale up to 50% off !! Check out this link:
http://goo.gl/msCH0B

10% off for 2 pairs of rubber sheets:
http://goo.gl/ftBgTr

Glues:
http://goo.gl/pRj0An

Robots - huge discounts:
http://goo.gl/YVoUQ3",0.0,00:05:43,"['table', 'tennis', 'ping', 'pong', 'wang', 'hao', 'liqin', 'ma', 'lin', 'long', 'timo', 'boll', 'wladimir', 'samsonov', 'schlager', 'ovtcharov', 'chen', 'qi', 'shuai', 'ryu', 'seung', 'min', 'oh', 'sang', 'eun', 'joo', 'se', 'hyuk', 'michel', 'saive', 'jao', 'ove', 'waldner', 'persson', 'jorgen', 'zhang', 'jike', 'xu', 'xin', 'gardos', 'robert', 'kreanga', 'kalinikos', 'chuan', 'chih', 'yuan', 'maze', 'michael', 'kan', 'yo', 'gao', 'ning', 'primorac', 'zoran', 'mizutani', 'jun', 'yoshida', 'kaii', 'jiang', 'tianyi', 'li', 'ching', 'cheung', 'yuk', 'smirnov', 'alexei', 'korbel', 'peter', 'zeng', 'yi', 'lucjan', 'blaszczyk', 'chao', 'christian', 'suss', 'baum', 'patrick', 'liu', 'gualiang', 'kong', 'linghui']",343,4.0,5.0,201,http://i.ytimg.com/vi/vvpJi6H8bv4/default.jpg,Champions League: Zhu Hong-Krisztina Toth,https://www.youtube.com/watch?v=vvpJi6H8bv4,ttCountenance,vvpJi6H8bv4,2349,38126
1130,1130,ttCountenance,Sports,2012-03-12 22:23:42,"Champions League Semifinal. Chartres ASTT (FRA) - GAZPROM Fakel Orenburg (RUS). 9 March 2012.

ttCountenance and GecaPhoenix facebook page:

http://www.facebook.com/TableTennisRulez :-)

If you take table tennis very seriously I highly recommend you this table tennis equipment:

Sale up to 50% off !! Check out this link:
http://goo.gl/msCH0B

10% off for 2 pairs of rubber sheets:
http://goo.gl/ftBgTr

Glues:
http://goo.gl/pRj0An

Robots - huge discounts:
http://goo.gl/YVoUQ3",3.0,00:05:56,"['Table', 'Tennis', 'Ping', 'Pong', 'Wang', 'Hao', 'Xi', 'Zeng', 'Yi', 'Shuai', 'Liqin', 'Ma', 'Lin', 'Long', 'Timo', 'Boll', 'Vladimir', 'Samsonov', 'Schlager', 'Ovtcharov', 'Chen', 'Qi', 'Weixing', 'Xu', 'Xin', 'Zhang', 'Jike', 'Chao', 'Apolonia', 'Ryu', 'Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean', 'Michel', 'Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze', 'Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya', 'Kishikawa', 'Cheung', 'Yuk', 'He', 'Zhi', 'Wen', 'Lucjan', 'Blaszczyk', 'Tang', 'Peng', 'Christian', 'Suss', 'Baum', 'Patrick', 'Bastian', 'Steger', 'Yining', 'Liu', 'Shiwen', 'Guo', 'Yue', 'Yan', 'Ding', 'Ning', 'Lee', 'Jung', 'Woo', 'Qiu', 'Yike']",356,63.0,4.81818199158,201,http://i.ytimg.com/vi/IrwtkaTAm80/default.jpg,Champions League: Gao Ning-Vladimir Samsonov,https://www.youtube.com/watch?v=IrwtkaTAm80,ttCountenance,IrwtkaTAm80,16174,38126
1131,1131,ttlondon2012,Sports,2013-02-17 16:29:09,"My recommendation for great quality table tennis equipment: 
Rubbers:
Yasaka Mark V - http://goo.gl/ORGMes
DHS Neo Hurricane III - http://goo.gl/yMt5qN
Bluefire M1 Turbo - http://goo.gl/bsArLm
Bluefire M1 - http://goo.gl/JO4Ksv
Bluefire M2 - http://goo.gl/MMj8ya
Bluefire M3 - http://goo.gl/TlGdI8
Tenergy 05 - http://goo.gl/i300RJ
Rasant Turbo - http://goo.gl/97Y1lX
Calibra - http://goo.gl/WLCa67

Blades:
Timo Boll ALC - http://goo.gl/qSwSSF
J.O.Waldner Senso - http://goo.gl/To3pAk - http://goo.gl/ftSG0y - http://goo.gl/CfApzc
Ovtcharov Senso - http://goo.gl/bw0VOh - http://goo.gl/cKbrwy
Wang Xi Dotec - http://goo.gl/e25gs6
Waldner Legend Carbon - http://goo.gl/xb0rM1
Persson Seven - http://goo.gl/oso2Pr
Waldner Off WC-89 - http://goo.gl/pjGJWK
Persson Off WC-89 - http://goo.gl/dpjCeU
Appelgren Off WC-89 - http://goo.gl/6I6WCf
Hypertouch - http://goo.gl/h7iioD
Carbonado - http://goo.gl/PbpU6J
Hurricane - http://goo.gl/J3a8y8
Hayabusa - http://goo.gl/mrTHLR
Ebenholz - http://goo.gl/F9xtE1 - http://goo.gl/rMkTEZ
Matsushita Victas - http://goo.gl/mMA7xI - http://goo.gl/91NG3m

Shoes: 
Mizuno Wave Drive 6 - http://goo.gl/uOSJcO
Mizuno Wave Drive A2 - http://goo.gl/qE0KcK
Asics Gel Blast 4 - http://goo.gl/ZW6GnX
Adidas TT Courtblast Pro - http://goo.gl/sOT4jI
Adidas Adizero - http://goo.gl/YRoLjh
Stiga Instinct - http://goo.gl/WVaZdF
Joola B-Swift - http://goo.gl/yxege4
Tibhar Blue Spirit - http://goo.gl/iPw51b
Donic Daytona - http://goo.gl/r37mSJ

Balls: 
Stiga 3-Star Orange - http://goo.gl/950O1E
Stiga 3-Star White - http://goo.gl/zc1Fqi
Butterfly 3-Star - http://goo.gl/r6LWHD - http://goo.gl/pdiZq2
DHS 3-Star - http://goo.gl/FYeM9q - http://goo.gl/p11nIR 
Tibhar 3-Star - http://goo.gl/e7vrFR

Tables:
JOOLA Inside Table Tennis Table - http://goo.gl/wnyLeb
Adidas Pro Table Tennis Table - http://goo.gl/XP7MBU
Kettler Table Tennis Table Champ 5.0 - http://goo.gl/c9Nosl
Butterfly Table Tennis Table Easifold Deluxe - http://goo.gl/Ht6cH1
Cornilleau Pro Table - http://goo.gl/Eb9Vb7 - http://goo.gl/0FbPz3

Rackets: 
Butterfly Table Tennis Racket - http://goo.gl/aC4vus - http://goo.gl/rkbaaE
DHS Table Tennis Racket - http://goo.gl/xrBwGe
Stiga Table Tennis Racket - http://goo.gl/2tKWYS
Donic Table Tennis Racket - http://goo.gl/GpXcyX

Robot:
Tibhar Robo Pro Master - http://goo.gl/Q8YTUq
Joola TT-ROBOT Compact - http://goo.gl/4BvVrI
Robo TTmatic - http://goo.gl/1LrEBR


Follow me on Facebook http://www.facebook.com/TtLondon2012
Kuwait Open 2013 - ITTF World Tour, Super Series 14 Feb 2013 - 18 Feb 2013, Kuwait City, Kuwait For more news, information and videos on the Kuwait Open 2013 click here http://www.tabletennisdaily.co.uk/forum/showthread.php?4368-Kuwait-Open-2013-ITTF-World-Tour&highlight=kuwait Donate :) ► https://goo.gl/JrOCJq ◄",1.0,00:05:32,"['Table', 'Tennis', 'Tennistavolo', 'Tischtennis', 'Bordtennis', '卓球', 'Tenis', 'de', 'mesa', 'Wang', 'Hao', 'Ma', 'Long', 'Lin', 'Xu', 'Xin', 'Zhang', 'Jike', 'Timo', 'Boll', 'Chen', 'Qi', 'Jan', 'Ove', 'Waldner', 'Joo', 'Se', 'Hyuk', 'Ryu', 'Seung', 'Min', 'Ovtcharov', 'Apolonia', 'Weixing', 'Schlager', 'Mizutani', 'Koki', 'Niwa', 'Persson', 'Maze', 'Dimitrij', 'vs', 'Kim', 'Minseok', 'Kuwait', 'open', '2013', 'final', 'new']",332,7.0,4.5,201,http://i.ytimg.com/vi/SzchW5VSQ_k/default.jpg,Dimitrij Ovtcharov vs Kim Minseok (Kuwait Open 2013) 1/8 Final,https://www.youtube.com/watch?v=SzchW5VSQ_k,ttlondon2012,SzchW5VSQ_k,3148,63376
1132,1132,Daniel Peterossi,Sports,2012-05-12 05:05:37,Table Tennis Ma Long Zhang Jike Wang Hao Timo Boll Xu Xin Joo Se Hyuk Lin Liqin Jun Mizutani Dimitrij Ovtcharov Chuang Chih Yuan Chen Qi Vladimir Samsonov Ryu Seung Min Oh Sang Eun Werner Schlager Kalinikos Kreanga Gao Ning Tang Peng Michael Maze Jorgen Persson Jan Ove Waldner Ko Lai Chak Shuai Yan An Fang Bo Li Xiaoxia Ding Liu Shiwen Adrian Crisan Patrick Baum Bastian Steger Weixing Guo Feng Tianwei Ishikawa Kasumi Ai Fukuhura Wu Yang Jiaduo,14.0,00:08:30,"['Table', 'Tennis', 'Ma', 'Long', 'Zhang', 'Jike', 'Wang', 'Hao', 'Timo', 'Boll', 'Xu', 'Xin', 'Joo', 'Se', 'Hyuk', 'Lin', 'Liqin', 'Jun', 'Mizutani', 'Dimitrij', 'Ovtcharov', 'Chuang', 'Chih', 'Yuan', 'Chen', 'Qi', 'Vladimir', 'Samsonov', 'Ryu', 'Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Werner', 'Schlager', 'Kalinikos', 'Kreanga', 'Gao', 'Ning', 'Tang', 'Peng', 'Michael', 'Maze', 'Jorgen', 'Persson', 'Jan', 'Ove', 'Waldner', 'Ko', 'Lai', 'Chak', 'Shuai', 'Yan', 'An', 'Fang', 'Bo', 'Li', 'Xiaoxia', 'Ding', 'Liu', 'Shiwen', 'Adrian', 'Crisan', 'Patrick', 'Baum', 'Bastian', 'Steger', 'Weixing', 'Guo', 'Feng', 'Tianwei', 'Ishikawa', 'Kasumi', 'Ai', 'Fukuhura', 'Wu', 'Yang', 'Jiaduo']",510,10.0,2.66666674614,201,http://i.ytimg.com/vi/Ubd_tW6zLQc/default.jpg,Best Of Table Tennis HD,https://www.youtube.com/watch?v=Ubd_tW6zLQc,danielpeterossi,Ubd_tW6zLQc,1882,72
1133,1133,ttlondon2012,Sports,2013-01-14 21:13:00,"My recommendation for great quality table tennis equipment: 
Rubbers:
Yasaka Mark V - http://goo.gl/ORGMes
DHS Neo Hurricane III - http://goo.gl/yMt5qN
Bluefire M1 Turbo - http://goo.gl/bsArLm
Bluefire M1 - http://goo.gl/JO4Ksv
Bluefire M2 - http://goo.gl/MMj8ya
Bluefire M3 - http://goo.gl/TlGdI8
Tenergy 05 - http://goo.gl/i300RJ
Rasant Turbo - http://goo.gl/97Y1lX
Calibra - http://goo.gl/WLCa67

Blades:
Timo Boll ALC - http://goo.gl/qSwSSF
J.O.Waldner Senso - http://goo.gl/To3pAk - http://goo.gl/ftSG0y - http://goo.gl/CfApzc
Ovtcharov Senso - http://goo.gl/bw0VOh - http://goo.gl/cKbrwy
Wang Xi Dotec - http://goo.gl/e25gs6
Waldner Legend Carbon - http://goo.gl/xb0rM1
Persson Seven - http://goo.gl/oso2Pr
Waldner Off WC-89 - http://goo.gl/pjGJWK
Persson Off WC-89 - http://goo.gl/dpjCeU
Appelgren Off WC-89 - http://goo.gl/6I6WCf
Hypertouch - http://goo.gl/h7iioD
Carbonado - http://goo.gl/PbpU6J
Hurricane - http://goo.gl/J3a8y8
Hayabusa - http://goo.gl/mrTHLR
Ebenholz - http://goo.gl/F9xtE1 - http://goo.gl/rMkTEZ
Matsushita Victas - http://goo.gl/mMA7xI - http://goo.gl/91NG3m

Shoes: 
Mizuno Wave Drive 6 - http://goo.gl/uOSJcO
Mizuno Wave Drive A2 - http://goo.gl/qE0KcK
Asics Gel Blast 4 - http://goo.gl/ZW6GnX
Adidas TT Courtblast Pro - http://goo.gl/sOT4jI
Adidas Adizero - http://goo.gl/YRoLjh
Stiga Instinct - http://goo.gl/WVaZdF
Joola B-Swift - http://goo.gl/yxege4
Tibhar Blue Spirit - http://goo.gl/iPw51b
Donic Daytona - http://goo.gl/r37mSJ

Balls: 
Stiga 3-Star Orange - http://goo.gl/950O1E
Stiga 3-Star White - http://goo.gl/zc1Fqi
Butterfly 3-Star - http://goo.gl/r6LWHD - http://goo.gl/pdiZq2
DHS 3-Star - http://goo.gl/FYeM9q - http://goo.gl/p11nIR 
Tibhar 3-Star - http://goo.gl/e7vrFR

Tables:
JOOLA Inside Table Tennis Table - http://goo.gl/wnyLeb
Adidas Pro Table Tennis Table - http://goo.gl/XP7MBU
Kettler Table Tennis Table Champ 5.0 - http://goo.gl/c9Nosl
Butterfly Table Tennis Table Easifold Deluxe - http://goo.gl/Ht6cH1
Cornilleau Pro Table - http://goo.gl/Eb9Vb7 - http://goo.gl/0FbPz3

Rackets: 
Butterfly Table Tennis Racket - http://goo.gl/aC4vus - http://goo.gl/rkbaaE
DHS Table Tennis Racket - http://goo.gl/xrBwGe
Stiga Table Tennis Racket - http://goo.gl/2tKWYS
Donic Table Tennis Racket - http://goo.gl/GpXcyX

Robot:
Tibhar Robo Pro Master - http://goo.gl/Q8YTUq
Joola TT-ROBOT Compact - http://goo.gl/4BvVrI
Robo TTmatic - http://goo.gl/1LrEBR

Follow me on Facebook http://www.facebook.com/TtLondon2012
11.01.2013 Frickenhausen-Saarbrücken For more news, information and videos on the German League click here http://www.tabletennisdaily.co.uk/forum/showthread.php?3524-German-League-2012-2013&highlight=german+league Donate :) ► https://goo.gl/JrOCJq ◄",0.0,00:03:21,"['Table', 'Tennis', 'Tennistavolo', 'Tischtennis', 'Bordtennis', '卓球', 'Tenis', 'de', 'mesa', 'Wang', 'Hao', 'Ma', 'Long', 'Lin', 'Xu', 'Xin', 'Zhang', 'Jike', 'Timo', 'Boll', 'Chen', 'Qi', 'Jan', 'Ove', 'Waldner', 'Joo', 'Se', 'Hyuk', 'Ryu', 'Seung', 'Min', 'Ovtcharov', 'Apolonia', 'Weixing', 'Schlager', 'Mizutani', 'Koki', 'Niwa', 'Persson', 'Maze', 'Joao', 'Monteiro', 'Steffen', 'mengel', 'german', 'lreague', '2012', '2013']",201,5.0,5.0,201,http://i.ytimg.com/vi/WMEBjNyVqqk/default.jpg,Joao Monteiro vs Steffen Mengel (German League 2012/2013),https://www.youtube.com/watch?v=WMEBjNyVqqk,ttlondon2012,WMEBjNyVqqk,2578,63376
1134,1134,TableTennisEvents,Sports,2012-11-09 17:15:35,"NEW : Facebook page : http://www.facebook.com/TableTennisEvents
--------------------------------------------------------------------------
Table Tennis Men's Single Round 1 : Koki Niwa Vs Mattias Oversjo
--------------------------------------------------------------------------
Poznan, Poland
--------------------------------------------------------------------------
Tennis de table Table tennis pingpong Tischtennis كرة الطاولة սեղանի թենիս mahai-tenisean настольны тэніс тенис на маса 乒乓球 乒乓球 탁구 stolni tenis bordtennis tenis de mesa lauatennis pöytätennis tenis bwrdd მაგიდის ჩოგბურთი πινγκ-πονγκ टेबल टेनिस asztalitenisz tenis meja leadóg boird borðtennis tennis da tavolo テーブルテニス ಟೇಬಲ್ ಟೆನಿಸ್ galda teniss stalo tenisas тенис на маса tafeltennis بازی پینگ پنگ tenis stołowy tênis de mesa настольный теннис стони тенис stolný tenis namizni tenis meza ya tenisi tenis sa mesa டேபிள் டென்னிஸ் stolní tenis టేబుల్ టెన్నిస్ เทเบิลเทนนิส masa tenisi настільний теніс ٹیبل ٹینس bàn đánh quần vợt טיש טעניס .",0.0,00:03:44,"['Table Tennis', 'Tishtennis', 'Ma Long', 'Zhang Jike', 'Timo Boll', 'Dimitrij Ovtcharov']",224,18.0,5.0,201,http://i.ytimg.com/vi/N23HwDeAbDk/default.jpg,Koki Niwa Vs Mattias Oversjo: Round 1 [Polish Open 2012],https://www.youtube.com/watch?v=N23HwDeAbDk,TableTennisEvents,N23HwDeAbDk,3743,10408
1135,1135,Official ITTF Channel,Sports,2013-03-23 01:10:19,"©TMS International

All content is the copyright of TMS International, on behalf of the International Table Tennis Federation. Images may not be reproduced without prior approval from the TMS/ITTF.",0.0,00:01:44,"['table tennis', 'ITTF', 'ping pong', 'Olympics', 'Olympic Games', 'bat', 'ball', 'table tennis table', 'zhang jike', 'ma long', 'timo boll', 'wang hao', 'Liqin Lin', 'London 2012', 'Rio 2016', 'WTTC', 'China', 'Chinese', ""'Xi Zeng"", 'Yi Shuai', 'Liqin', 'Ma', 'Lin', 'Long', 'Vladimir Samsonov', 'Schlager Ovtcharov', 'Chen Qi', 'Weixing', 'Xu', 'Xin', 'Chao', 'Apolonia', 'Ryu Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean Michel Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya']",104,2.0,5.0,201,http://i.ytimg.com/vi/E1x5jKweE-w/default.jpg,Melanie Diaz Interview at Latin American Championships,https://www.youtube.com/watch?v=E1x5jKweE-w,ittfchannel,E1x5jKweE-w,814,277633
1136,1136,ttCountenance,Sports,2012-03-31 18:38:45,"World Team Table Tennis Championships,25 Mar 2012 - 01 Apr 2012, Dortmund, GER. Men's Teams Semifinal: China-South Korea.

ttCountenance and GecaPhoenix facebook page:

http://www.facebook.com/TableTennisRulez :-)

If you take table tennis very seriously I highly recommend you this table tennis equipment:

Sale up to 50% off !! Check out this link:
http://goo.gl/msCH0B

10% off for 2 pairs of rubber sheets:
http://goo.gl/ftBgTr

Glues:
http://goo.gl/pRj0An

Robots - huge discounts:
http://goo.gl/YVoUQ3",1.0,00:02:29,"['Table', 'Tennis', 'Ping', 'Pong', 'Wang', 'Hao', 'Xi', 'Zeng', 'Yi', 'Shuai', 'Liqin', 'Ma', 'Lin', 'Long', 'Timo', 'Boll', 'Vladimir', 'Samsonov', 'Schlager', 'Ovtcharov', 'Chen', 'Qi', 'Weixing', 'Xu', 'Xin', 'Zhang', 'Jike', 'Chao', 'Apolonia', 'Ryu', 'Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean', 'Michel', 'Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze', 'Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya', 'Kishikawa', 'Cheung', 'Yuk', 'He', 'Zhi', 'Wen', 'Lucjan', 'Blaszczyk', 'Tang', 'Peng', 'Christian', 'Suss', 'Baum', 'Patrick', 'Bastian', 'Steger', 'Yining', 'Liu', 'Shiwen', 'Guo', 'Yue', 'Yan', 'Ding', 'Ning', 'Lee', 'Jung', 'Woo', 'Qiu', 'Yike']",149,130.0,4.96946573257,201,http://i.ytimg.com/vi/XguZINgvE9Q/default.jpg,WTTTC: Ma Long-Oh Sang Eun,https://www.youtube.com/watch?v=XguZINgvE9Q,ttCountenance,XguZINgvE9Q,61710,38126
1137,1137,Official ITTF Channel,Sports,2013-05-21 01:11:51,"Wang Hao wins the shot of the day for day 8 of the 2013 ITTF World Table Tennis Championships with this shot against Zhang Jike in the men's singles final.

The video was created for ITTF by Danilo Franco, the owner of ttGecaPhoenix youtube channel http://www.youtube.com/user/GecaPhoenix.

©TMS International

All content is the copyright of TMS International, on behalf of the International Table Tennis Federation. Images may not be reproduced without prior approval from the TMS/ITTF.",0.0,00:01:05,"['table tennis', 'ITTF', 'ping pong', 'Olympics', 'Olympic Games', 'bat', 'ball', 'table tennis table', 'zhang jike', 'ma long', 'timo boll', 'wang hao', 'Liqin Lin', 'London 2012', 'Rio 2016', 'WTTC', 'China', 'Chinese', ""'Xi Zeng"", 'Yi Shuai', 'Liqin', 'Ma', 'Lin', 'Long', 'Vladimir Samsonov', 'Schlager Ovtcharov', 'Chen Qi', 'Weixing', 'Xu', 'Xin', 'Chao', 'Apolonia', 'Ryu Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean Michel Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya']",65,56.0,5.0,201,http://i.ytimg.com/vi/99RtyvEBHvI/default.jpg,2013 WTTC Shot of the Day: Day 8,https://www.youtube.com/watch?v=99RtyvEBHvI,ittfchannel,99RtyvEBHvI,17195,277633
1138,1138,Hugo Gautier,Sports,2012-06-04 18:00:41,"Jun mizutani et Patrick baum en finale du Championnat du Monde en 2005 Junior.
Abonnez vous à ma chaine!!",0.0,00:00:08,"['Jun mizutani', 'Patrick baum', 'BUTTERFLY', 'WTTC', 'Pongiste', 'Table Tennis', 'Pingpong', 'Tennis de Table', 'Timo Boll', 'Stiga', 'Zhang Jike', 'Sport', 'Tenis de mesa', '乒乓球', 'Tischtennis', '卓球', 'Ma Long', 'Ma Lin', 'Wang Hao', 'Tênis de mesa', 'Stolni tenis', 'Настольны тэніс', 'Tennis de taula', '탁구', 'Πινγκ πονγκ', 'Leadóg boird', 'Настольный теннис', 'Asztalitenisz', 'Tennis da tavolo', 'sports', 'Bordtennis', 'DHS', 'Thibar', 'Donic']",8,2.0,5.0,201,http://i.ytimg.com/vi/p32qUyFj4HI/default.jpg,Jun mizutani and Patrick baum - Beautiful point 1,https://www.youtube.com/watch?v=p32qUyFj4HI,MrHugoboss44,p32qUyFj4HI,315,1508
1139,1139,Official ITTF Channel,Sports,2013-04-20 01:21:31,"Francesca Vargas (Peru) at the ITTF-Latin American Cup in Santo Domingo on Friday 19th April 2013 after beating Colombia's Paula Medina, the no.3 seed

©TMS International

All content is the copyright of TMS International, on behalf of the International Table Tennis Federation. Images may not be reproduced without prior approval from the TMS/ITTF.",0.0,00:01:52,"['table tennis', 'ITTF', 'ping pong', 'Olympics', 'Olympic Games', 'bat', 'ball', 'table tennis table', 'zhang jike', 'ma long', 'timo boll', 'wang hao', 'Liqin Lin', 'London 2012', 'Rio 2016', 'WTTC', 'China', 'Chinese', ""'Xi Zeng"", 'Yi Shuai', 'Liqin', 'Ma', 'Lin', 'Long', 'Vladimir Samsonov', 'Schlager Ovtcharov', 'Chen Qi', 'Weixing', 'Xu', 'Xin', 'Chao', 'Apolonia', 'Ryu Seung', 'Min', 'Oh', 'Sang', 'Eun', 'Joo', 'Se', 'Hyuk', 'Jean Michel Saive', 'Jan', 'Ove', 'Waldner', 'Persson', 'Jorgen', 'Kreanga', 'Kalinikos', 'Chuan', 'Chih', 'Yuan', 'Maze Michael', 'Mizutani', 'Jun', 'Kaii', 'Yoshida', 'Seiya']",112,2.0,5.0,201,http://i.ytimg.com/vi/rM9X_g46XmA/default.jpg,Francesca Vargas Interview at the Latin American Cup,https://www.youtube.com/watch?v=rM9X_g46XmA,ittfchannel,rM9X_g46XmA,237,277633
1140,1140,Hugo Gautier,Sports,2012-05-29 18:50:52,"Kenji Matsudaira vs Patrick Baum (DTTL 2010/2011).
Abonnez vous à ma chaine!!",0.0,00:05:03,"['Kenji Matsudaira', 'Patrick Baum', 'BUTTERFLY', 'WTTC', 'Pongiste', 'Table Tennis', 'Pingpong', 'Tennis de Table', 'Timo Boll', 'Stiga', 'Zhang Jike', 'Sport', 'Tenis de mesa', '乒乓球', 'Tischtennis', '卓球', 'Ma Long', 'Ma Lin', 'Whang Hao', 'Tênis de mesa', 'Stolni tenis', 'Настольны тэніс', 'Tennis de taula', '탁구', 'Πινγκ πονγκ', 'Leadóg boird', 'Настольный теннис', 'Asztalitenisz', 'Tennis da tavolo', 'sports', 'Bordtennis', 'DHS', 'Thibar', 'Donic']",303,1.0,5.0,201,http://i.ytimg.com/vi/hgZwhpfvk0k/default.jpg,Kenji Matsudaira vs Patrick Baum (DTTL 2010/2011),https://www.youtube.com/watch?v=hgZwhpfvk0k,MrHugoboss44,hgZwhpfvk0k,498,1508
